property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,store room,pooja room,furnishing_type,luxury_category,floor_category
flat,maninagar,0.42,2,2,2,New Property,1008.0,0,0,unfurnished,Not available,Mid Floor
flat,vastrapur,2.0,3,3,1,New Property,2020.0,0,0,unfurnished,Low,Low Floor
flat,south bopal,2.0,4,4,1,Relatively New,2165.0,1,1,unfurnished,High,High Floor
flat,new ranip,0.52,2,2,1,Moderately Old,830.0,0,0,unfurnished,Not available,Low Floor
flat,nikol,0.45,2,2,0,Moderately Old,1260.0,0,0,unfurnished,Not available,Low Floor
flat,satellite,5.45,4,4,1,Relatively New,3542.0,0,1,unfurnished,High,Mid Floor
flat,gota,1.6,4,4,1,Under Construction,2500.0,1,0,unfurnished,Medium,Mid Floor
flat,paldi,1.7,4,4,2,Moderately Old,2430.0,0,0,unfurnished,Medium,Mid Floor
flat,vastral,0.36,2,2,2,Moderately Old,1659.0,0,1,furnished,Medium,Low Floor
house,bhadaj,4.0,3,3,2,Old Property,4365.0,0,0,unfurnished,Low,Low Floor
house,ghuma,1.5,4,4,1,Moderately Old,1989.0,0,0,unfurnished,Not available,Low Floor
flat,south bopal,0.6,2,2,1,New Property,983.0,0,0,unfurnished,Medium,Mid Floor
flat,charodi,0.85,3,3,3,Relatively New,1270.0,0,1,furnished,Medium,Mid Floor
flat,thaltej,2.02,4,4,1,Relatively New,2155.0,1,0,unfurnished,Medium,Mid Floor
flat,ghuma,0.35,2,2,2,Old Property,720.0,0,0,unfurnished,Not available,Mid Floor
flat,jagatpur,0.56,2,2,2,Relatively New,805.0,0,1,unfurnished,Medium,Mid Floor
flat,satellite,2.48,4,5,1,Under Construction,2551.0,0,1,unfurnished,High,Mid Floor
flat,motera,0.9,3,3,1,Moderately Old,1212.0,0,0,furnished,Medium,Mid Floor
flat,bodakdev,13.34,5,5,2,Under Construction,12700.0,1,1,unfurnished,High,Mid Floor
flat,bodakdev,2.59,4,4,1,Under Construction,2659.0,1,0,unfurnished,Medium,High Floor
flat,jagatpur,0.96,3,3,2,Relatively New,1729.0,0,0,unfurnished,Not available,Mid Floor
flat,ghatlodia,0.43,2,2,2,Old Property,953.0,0,0,unfurnished,Low,Low Floor
flat,ghuma,0.64,2,2,1,New Property,713.0,0,0,unfurnished,High,Low Floor
house,paldi,3.5,5,5,3+,Under Construction,2250.0,1,1,unfurnished,Medium,Low Floor
house,thaltej,2.7,4,3,2,Old Property,2700.0,1,1,semifurnished,High,Low Floor
flat,south bopal,0.69,3,3,1,Under Construction,1347.0,1,0,unfurnished,Medium,Mid Floor
house,thaltej,5.25,4,4,1,Relatively New,3798.0,1,1,furnished,Medium,Low Floor
flat,chandkheda,0.26,1,1,0,Moderately Old,410.0,0,0,unfurnished,Low,Mid Floor
house,shela,10.75,5,5,2,Moderately Old,9900.0,1,0,unfurnished,Medium,Low Floor
flat,satellite,1.73,3,3,1,Under Construction,1276.0,0,0,unfurnished,Medium,Mid Floor
flat,naroda,0.27,2,2,2,Relatively New,1000.0,0,0,unfurnished,Not available,Low Floor
house,chandkheda,2.25,4,4,1,Old Property,1683.0,1,0,furnished,Medium,Low Floor
house,jodhpur,2.4,3,3,2,Moderately Old,2439.0,0,0,semifurnished,Not available,Low Floor
house,bhadaj,2.6,3,3,1,Relatively New,1800.0,1,1,unfurnished,Medium,Low Floor
house,science city,6.11,4,4,3,Relatively New,4977.0,0,1,furnished,Medium,Mid Floor
flat,vastrapur,1.35,3,3,1,Relatively New,1282.0,1,1,semifurnished,High,High Floor
house,bapunagar,0.42,5,1,0,New Property,1300.0,0,0,unfurnished,Not available,Low Floor
flat,jagatpur,0.45,2,2,1,Under Construction,735.0,0,0,unfurnished,Medium,Mid Floor
flat,jagatpur,0.58,2,2,1,Moderately Old,1004.0,0,0,unfurnished,Medium,Mid Floor
flat,motera,0.85,3,3,2,Old Property,1935.0,1,0,unfurnished,Medium,Mid Floor
flat,ghuma,0.44,2,2,1,Relatively New,1459.0,0,0,unfurnished,Low,Mid Floor
house,south bopal,2.85,4,4,1,Moderately Old,3204.0,1,0,semifurnished,Medium,Low Floor
flat,jodhpur,1.05,3,3,1,Old Property,1610.0,0,0,unfurnished,Not available,Mid Floor
flat,jagatpur,1.7,4,4,3,Under Construction,1920.0,1,1,unfurnished,High,Mid Floor
flat,motera,0.49,2,2,1,Relatively New,1165.0,0,0,furnished,Medium,Mid Floor
flat,nikol,0.2,1,1,0,Moderately Old,648.0,0,0,unfurnished,Not available,Low Floor
house,koteshwar,2.95,4,4,2,Moderately Old,2250.0,0,1,furnished,Medium,Low Floor
flat,chandkheda,0.42,2,2,2,Moderately Old,1170.0,0,0,unfurnished,Low,Mid Floor
flat,koteshwar,0.32,2,2,1,Old Property,999.0,0,0,unfurnished,Medium,Low Floor
flat,vatva,0.15,2,2,1,Relatively New,631.0,0,0,unfurnished,Not available,Low Floor
flat,khokhara,0.23,1,1,1,Old Property,664.0,0,0,unfurnished,Low,Low Floor
flat,bodakdev,4.49,4,4,2,Under Construction,4661.0,1,1,unfurnished,High,High Floor
flat,chandkheda,0.55,2,2,1,Relatively New,1055.0,0,0,unfurnished,Medium,Mid Floor
flat,science city,1.63,3,3,1,Under Construction,2383.0,1,0,unfurnished,Medium,Mid Floor
flat,chandkheda,0.35,2,2,1,Relatively New,972.0,0,0,unfurnished,Not available,Mid Floor
house,chandkheda,1.65,4,3,1,Relatively New,1691.0,0,1,furnished,Medium,Low Floor
flat,shela,0.61,3,3,1,Relatively New,1505.0,0,1,unfurnished,Medium,Mid Floor
flat,science city,2.75,4,4,1,Moderately Old,2353.0,0,0,semifurnished,Medium,Low Floor
flat,jodhpur,0.64,2,2,1,Old Property,900.0,0,0,furnished,Low,Mid Floor
flat,jagatpur,0.37,2,2,1,New Property,624.0,0,0,unfurnished,Medium,Mid Floor
flat,nikol,0.44,2,2,3,Moderately Old,1412.0,0,0,unfurnished,Medium,Mid Floor
flat,maninagar,0.95,3,3,3,Old Property,1620.0,0,0,unfurnished,Medium,Low Floor
flat,sola,0.97,3,3,1,Moderately Old,1647.0,1,0,unfurnished,Medium,Mid Floor
house,ghatlodia,0.95,3,3,2,Old Property,1080.0,1,1,furnished,High,Low Floor
flat,charodi,0.7,2,2,2,New Property,860.0,1,1,unfurnished,Medium,Mid Floor
flat,jagatpur,0.52,2,2,1,Under Construction,934.0,1,0,unfurnished,Medium,Mid Floor
flat,gota,0.66,2,2,1,Relatively New,1059.0,0,0,furnished,Medium,Mid Floor
flat,south bopal,2.01,4,5,1,Moderately Old,2500.0,1,1,furnished,High,Mid Floor
flat,new maninagar,0.34,2,2,3,Relatively New,1165.0,0,0,furnished,Not available,Mid Floor
house,chandkheda,1.35,4,3,0,Old Property,1350.0,0,0,unfurnished,Not available,Low Floor
flat,shela,0.65,2,2,1,Relatively New,1075.0,0,0,unfurnished,Low,High Floor
house,south bopal,2.3,3,3,1,Moderately Old,2412.0,1,0,unfurnished,Low,Low Floor
flat,paldi,0.9,3,2,1,Old Property,1530.0,0,1,semifurnished,Medium,Low Floor
house,thaltej,2.7,4,4,0,Old Property,1566.0,0,0,unfurnished,Not available,Low Floor
flat,new ranip,0.45,2,2,2,Relatively New,986.0,0,0,unfurnished,Medium,Mid Floor
house,shilaj,2.5,3,3,1,Moderately Old,2250.0,1,0,furnished,Medium,Low Floor
flat,vastral,0.45,2,2,1,Moderately Old,1376.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.55,2,2,1,Relatively New,1215.0,1,1,unfurnished,High,Mid Floor
house,south bopal,3.0,4,4,1,Moderately Old,2457.0,1,1,semifurnished,High,Low Floor
flat,motera,0.74,3,3,1,Relatively New,1621.0,1,0,unfurnished,Medium,Low Floor
flat,maninagar,0.8,2,2,2,Under Construction,822.0,0,0,unfurnished,Not available,Low Floor
flat,satellite,2.7,3,3,2,Relatively New,3176.0,1,1,semifurnished,High,Low Floor
flat,science city,1.5,3,3,1,Moderately Old,2043.0,1,1,furnished,Medium,Low Floor
house,odhav,0.9,3,2,2,Old Property,1764.0,0,1,unfurnished,Not available,Low Floor
flat,gota,1.83,4,4,2,Under Construction,3402.0,1,1,unfurnished,High,High Floor
flat,motera,0.52,2,2,2,Old Property,1163.0,0,0,furnished,Low,Mid Floor
flat,shahibaug,0.95,3,2,2,Old Property,1550.0,0,1,furnished,Low,Low Floor
flat,jagatpur,0.75,3,2,2,Under Construction,833.0,0,0,unfurnished,Medium,High Floor
flat,south bopal,0.63,3,3,2,Under Construction,1411.0,0,0,unfurnished,High,Low Floor
flat,gota,0.95,3,3,2,Relatively New,1772.0,0,0,unfurnished,Medium,Mid Floor
flat,naroda,0.3,2,2,2,Under Construction,830.0,0,0,unfurnished,Not available,Mid Floor
flat,motera,0.35,2,2,2,Old Property,1152.0,0,0,unfurnished,Medium,Mid Floor
flat,nava naroda,0.3,2,2,2,Relatively New,450.0,0,0,unfurnished,Not available,Low Floor
flat,shela,0.62,3,3,1,Relatively New,1249.0,0,0,unfurnished,High,Mid Floor
flat,sola,1.25,3,3,2,Moderately Old,2824.0,1,1,semifurnished,High,Low Floor
house,nikol,0.3,2,2,1,Old Property,452.0,0,0,unfurnished,Not available,Low Floor
house,thaltej,6.5,4,3,3,Moderately Old,4987.0,1,1,semifurnished,High,Low Floor
flat,south bopal,0.61,2,2,1,Relatively New,906.0,1,1,unfurnished,High,Low Floor
flat,jodhpur,2.55,4,4,3+,New Property,2252.0,1,1,unfurnished,High,High Floor
flat,vaishnodevi circle,0.65,2,2,1,Moderately Old,1415.0,1,1,unfurnished,High,High Floor
flat,vastral,0.25,2,2,1,Moderately Old,945.0,0,0,unfurnished,Not available,Low Floor
flat,shela,0.32,1,1,0,Relatively New,714.0,0,0,unfurnished,Not available,Low Floor
flat,chandkheda,0.29,1,1,2,Moderately Old,560.0,0,0,unfurnished,Medium,Mid Floor
flat,nava naroda,0.32,2,2,2,Relatively New,830.0,0,0,unfurnished,Not available,Mid Floor
house,jodhpur,2.25,4,3,1,Old Property,4000.0,1,1,semifurnished,Not available,Low Floor
house,ghuma,1.5,3,3,2,New Property,1098.0,1,1,furnished,Low,Low Floor
flat,south bopal,0.65,3,3,2,Under Construction,2000.0,1,1,unfurnished,High,Mid Floor
flat,gota,1.5,3,3,1,Relatively New,1725.0,0,0,semifurnished,Medium,High Floor
flat,vatva,0.23,2,2,2,Relatively New,850.0,0,0,unfurnished,Not available,Mid Floor
flat,narol,0.24,1,2,0,Relatively New,593.0,0,0,semifurnished,Medium,Mid Floor
flat,bodakdev,2.03,4,4,1,Under Construction,2259.0,1,0,unfurnished,Medium,Low Floor
flat,motera,1.25,3,3,1,Moderately Old,2004.0,1,0,unfurnished,Medium,High Floor
house,sola,4.5,4,3,2,Old Property,3441.0,1,1,semifurnished,High,Low Floor
flat,satellite,5.74,4,4,1,Under Construction,4419.0,1,0,unfurnished,Medium,Mid Floor
house,bapunagar,0.5,3,2,2,Relatively New,1530.0,0,0,unfurnished,Not available,Low Floor
flat,memnagar,0.75,2,2,1,Relatively New,1000.0,0,0,unfurnished,Medium,Mid Floor
house,science city,15.5,5,5,3,Relatively New,7290.0,0,1,semifurnished,Medium,Mid Floor
flat,maninagar,0.45,5,2,0,Old Property,1162.0,0,0,unfurnished,Not available,Low Floor
flat,south bopal,0.68,3,3,1,Under Construction,1258.0,1,0,unfurnished,Medium,High Floor
flat,south bopal,0.75,3,3,1,Relatively New,1435.0,0,0,unfurnished,Not available,High Floor
house,chandkheda,1.7,3,3,2,Moderately Old,1350.0,1,0,furnished,Medium,Low Floor
house,bhadaj,4.0,3,3,3,Relatively New,2070.0,1,1,semifurnished,Medium,Low Floor
house,science city,9.75,4,4,3,Relatively New,9450.0,0,1,unfurnished,Medium,Mid Floor
flat,gurukul,0.6,2,3,1,Old Property,1107.0,1,0,furnished,Medium,Low Floor
flat,gota,1.27,3,3,1,Under Construction,2195.0,1,1,unfurnished,High,Mid Floor
flat,gota,0.58,2,2,1,Relatively New,1332.0,1,1,unfurnished,High,Mid Floor
flat,south bopal,0.7,3,2,1,Relatively New,860.86,1,0,unfurnished,High,Mid Floor
flat,memnagar,0.69,2,2,3,Old Property,1260.0,0,0,furnished,Low,Mid Floor
flat,south bopal,0.6,2,2,2,Moderately Old,827.0,0,1,furnished,Medium,High Floor
flat,nava naroda,0.29,2,2,2,Moderately Old,1053.0,0,0,unfurnished,Low,Mid Floor
flat,gurukul,0.85,2,2,1,Old Property,1600.0,1,0,unfurnished,Low,Mid Floor
house,thaltej,3.4,4,4,1,Old Property,1971.0,1,1,semifurnished,Medium,Low Floor
flat,paldi,0.85,3,3,2,Old Property,1440.0,0,0,semifurnished,Low,Mid Floor
flat,nava naroda,0.32,2,2,1,Relatively New,1165.0,0,0,unfurnished,Low,Mid Floor
house,south bopal,3.11,5,5,3,New Property,2250.0,0,1,unfurnished,Medium,Low Floor
house,bhadaj,4.5,4,4,1,Relatively New,2900.0,0,0,unfurnished,Medium,Low Floor
flat,chandkheda,0.4,2,2,1,Relatively New,855.0,0,0,unfurnished,Not available,Mid Floor
flat,satellite,1.15,3,3,3,Relatively New,1665.0,1,1,semifurnished,Medium,Mid Floor
flat,nikol,0.35,4,3,3+,New Property,1294.0,0,0,furnished,Not available,Low Floor
flat,jodhpur,1.75,3,3,2,New Property,2170.0,0,1,unfurnished,Medium,Mid Floor
flat,prahlad nagar,0.58,2,2,1,Old Property,1000.0,0,0,semifurnished,Medium,Mid Floor
flat,new ranip,0.45,2,2,1,Moderately Old,945.0,0,0,furnished,Medium,Mid Floor
house,science city,3.6,4,3,3,Old Property,3494.0,1,1,semifurnished,High,Low Floor
house,ghatlodia,0.89,2,3,1,Old Property,800.0,0,0,unfurnished,Not available,Low Floor
flat,navrangpura,1.3,3,4,1,New Property,1440.0,0,0,unfurnished,Not available,Low Floor
flat,charodi,1.87,4,4,2,Under Construction,3285.0,1,1,unfurnished,High,Mid Floor
flat,shela,0.47,2,2,1,Relatively New,1088.0,0,0,furnished,Low,Low Floor
house,shela,2.11,3,3,1,Relatively New,2151.0,1,0,furnished,Low,Low Floor
flat,chandkheda,0.4,2,2,1,Moderately Old,1098.0,0,0,furnished,Low,Mid Floor
flat,chandkheda,0.45,2,2,1,Moderately Old,1294.0,0,0,unfurnished,Not available,Low Floor
flat,vastrapur,3.36,4,4,1,New Property,3651.0,0,1,unfurnished,Medium,Mid Floor
flat,bodakdev,2.51,4,4,2,Under Construction,2687.0,1,0,unfurnished,Low,Low Floor
flat,gota,0.96,3,3,1,Relatively New,1331.0,0,0,unfurnished,Medium,Low Floor
flat,new ranip,0.72,3,3,1,Relatively New,1864.0,1,0,furnished,Low,Mid Floor
house,nikol,2.25,4,4,2,Moderately Old,1305.0,0,0,furnished,Not available,Mid Floor
flat,chandkheda,0.72,3,3,2,Moderately Old,1674.0,0,0,unfurnished,Not available,Mid Floor
house,motera,1.78,4,4,2,Moderately Old,1890.0,0,0,unfurnished,Medium,Low Floor
flat,gota,0.63,2,2,1,Relatively New,1395.0,1,1,unfurnished,High,Mid Floor
flat,maninagar,0.51,2,2,2,Old Property,1059.0,0,0,furnished,Medium,Mid Floor
house,sola,2.3,3,3,1,Old Property,1575.0,0,0,semifurnished,Medium,Low Floor
flat,gota,1.96,4,4,3,Relatively New,3591.0,1,1,unfurnished,High,Mid Floor
flat,satellite,0.8,2,2,1,Old Property,1050.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.54,2,2,2,Relatively New,1482.0,0,0,semifurnished,Medium,Mid Floor
house,maninagar,0.45,3,3,0,Old Property,990.0,0,0,unfurnished,Not available,Mid Floor
flat,nikol,1.1,3,3,0,Moderately Old,2500.0,0,0,unfurnished,Not available,Low Floor
flat,shela,1.04,3,3,1,Relatively New,1671.0,1,0,unfurnished,Medium,Mid Floor
flat,new ranip,0.41,2,2,2,Moderately Old,1018.0,0,0,furnished,Medium,Mid Floor
flat,bodakdev,2.51,4,4,2,Under Construction,2585.0,1,1,unfurnished,High,Mid Floor
flat,motera,0.68,3,3,1,Under Construction,1000.0,0,0,unfurnished,Low,High Floor
flat,khokhara,0.4,2,2,2,Moderately Old,1035.0,0,0,unfurnished,Low,Low Floor
flat,nikol,0.98,3,3,1,New Property,2685.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,1.07,3,3,2,Relatively New,2142.0,1,0,unfurnished,Medium,Mid Floor
flat,shela,0.92,3,3,1,Relatively New,1560.0,0,0,furnished,Medium,High Floor
flat,science city,2.3,4,4,1,Under Construction,2223.0,1,1,unfurnished,Medium,Mid Floor
flat,sg highway,0.83,3,3,0,Relatively New,1270.0,0,0,unfurnished,Medium,High Floor
flat,vastral,0.41,2,2,1,Relatively New,986.0,0,0,unfurnished,Medium,Mid Floor
flat,sarkhej,2.55,4,5,0,Relatively New,3591.0,0,0,unfurnished,Not available,Mid Floor
flat,jagatpur,0.51,2,2,2,Relatively New,1000.0,0,0,furnished,High,Mid Floor
flat,jagatpur,0.85,3,3,2,Relatively New,1452.0,0,0,furnished,Low,Mid Floor
flat,gota,0.68,2,2,2,Moderately Old,1046.0,0,0,unfurnished,Low,Mid Floor
flat,chandkheda,0.85,3,3,1,New Property,1755.0,0,0,unfurnished,Not available,Mid Floor
flat,chandkheda,0.7,3,3,1,Relatively New,1389.0,0,1,unfurnished,Medium,Mid Floor
flat,gota,0.66,2,2,1,New Property,1135.0,0,0,unfurnished,Medium,Mid Floor
flat,south bopal,0.69,3,3,1,New Property,1203.0,1,0,unfurnished,High,Mid Floor
flat,bapunagar,0.35,3,3,3,Old Property,955.0,0,0,unfurnished,Low,Mid Floor
flat,bodakdev,3.36,4,4,1,Under Construction,3153.0,1,0,unfurnished,Medium,Mid Floor
flat,motera,0.59,2,2,1,Relatively New,1122.0,0,0,unfurnished,Medium,Low Floor
flat,science city,2.69,4,4,3,Under Construction,4032.0,1,1,unfurnished,High,High Floor
flat,vastral,0.45,2,2,2,Moderately Old,956.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.78,2,2,1,New Property,1641.0,0,1,semifurnished,High,Mid Floor
flat,naroda,0.45,2,2,1,Relatively New,1215.0,0,0,unfurnished,Low,Mid Floor
flat,sg highway,0.57,2,2,2,Relatively New,1265.0,1,1,unfurnished,Medium,Mid Floor
flat,chandkheda,0.28,1,2,1,Relatively New,792.0,0,0,unfurnished,Not available,Mid Floor
flat,vatva,0.1,1,1,1,Relatively New,366.0,0,0,unfurnished,Low,Mid Floor
flat,motera,0.79,3,3,2,Relatively New,1170.0,0,0,unfurnished,Low,Low Floor
flat,ghuma,0.55,3,2,0,New Property,1260.0,0,0,unfurnished,Not available,Low Floor
flat,vastral,0.3,2,2,1,Moderately Old,1100.0,0,0,unfurnished,Not available,Mid Floor
flat,satellite,0.95,3,2,2,Moderately Old,1485.0,1,1,semifurnished,High,Mid Floor
flat,jagatpur,1.2,4,3,2,Relatively New,1500.0,0,0,unfurnished,High,High Floor
flat,vastrapur,0.85,3,3,0,Old Property,1647.0,0,1,furnished,Not available,Low Floor
flat,paldi,1.37,3,3,2,New Property,2070.0,0,0,unfurnished,Medium,Mid Floor
house,science city,4.85,5,5,1,Relatively New,2610.0,1,1,semifurnished,High,Low Floor
flat,jagatpur,0.45,2,2,2,Relatively New,770.0,0,1,unfurnished,Medium,Mid Floor
flat,chandlodia,0.45,2,2,1,Under Construction,934.0,0,0,unfurnished,Not available,Mid Floor
flat,science city,1.72,3,3,1,New Property,1864.0,0,0,unfurnished,Medium,Mid Floor
flat,motera,0.6,2,2,1,Moderately Old,970.0,1,0,furnished,High,Mid Floor
house,usmanpura,9.27,10,6,3+,Old Property,4770.0,1,0,unfurnished,Not available,Mid Floor
flat,jagatpur,0.55,2,2,2,Relatively New,838.0,0,0,unfurnished,Medium,Mid Floor
house,shela,3.67,4,4,2,New Property,5837.0,0,1,unfurnished,Low,Low Floor
flat,shela,0.36,1,2,0,Relatively New,848.0,0,0,furnished,Not available,Mid Floor
flat,chandkheda,0.42,2,2,1,Old Property,981.0,0,0,unfurnished,Not available,Mid Floor
flat,south bopal,0.65,3,3,1,Relatively New,1750.0,0,1,unfurnished,Medium,Mid Floor
flat,chandkheda,0.29,1,1,3,Relatively New,620.0,0,0,unfurnished,Medium,Low Floor
flat,gota,1.0,3,3,1,Relatively New,1423.0,0,0,unfurnished,Medium,Low Floor
flat,gota,0.55,2,2,2,Relatively New,1233.0,1,1,furnished,Medium,Mid Floor
house,maninagar,2.4,4,3,2,Old Property,1809.0,0,0,unfurnished,Low,Low Floor
flat,south bopal,0.63,2,2,1,Relatively New,968.0,0,1,unfurnished,High,Mid Floor
flat,bodakdev,2.51,4,4,1,Under Construction,2584.0,1,0,unfurnished,Medium,Mid Floor
flat,nikol,0.47,2,2,1,Old Property,1170.0,0,0,furnished,Low,Mid Floor
house,motera,2.0,4,2,0,Relatively New,1980.0,0,0,unfurnished,Not available,Low Floor
flat,gota,0.96,3,3,1,Relatively New,1263.0,1,0,furnished,Medium,High Floor
flat,bodakdev,2.29,4,4,1,Relatively New,2500.0,1,1,unfurnished,High,Mid Floor
flat,chandkheda,0.24,1,1,1,Relatively New,1412.0,0,0,unfurnished,Not available,Mid Floor
flat,vastrapur,1.4,3,3,1,Relatively New,1282.0,1,0,unfurnished,High,Mid Floor
flat,memnagar,0.88,3,3,3,Moderately Old,1100.0,0,0,semifurnished,High,Low Floor
flat,ghuma,0.41,2,2,1,Under Construction,942.0,1,0,unfurnished,Medium,Mid Floor
flat,nikol,1.85,4,3,2,Moderately Old,3384.0,0,0,semifurnished,High,Mid Floor
flat,motera,0.82,3,3,2,Moderately Old,1620.0,0,1,unfurnished,Medium,Mid Floor
flat,chandkheda,0.21,1,1,0,Relatively New,500.0,0,0,unfurnished,Not available,Mid Floor
flat,maninagar,0.75,2,2,3+,Relatively New,1305.0,0,0,unfurnished,Not available,Low Floor
flat,charodi,0.63,3,3,1,Under Construction,1132.0,1,0,unfurnished,High,High Floor
flat,science city,1.17,3,3,2,Under Construction,2300.0,1,1,unfurnished,High,Mid Floor
house,nana chiloda,1.8,5,2,0,Moderately Old,3000.0,0,0,unfurnished,Not available,Low Floor
flat,shilaj,0.7,3,3,3+,Relatively New,1245.0,0,0,unfurnished,Medium,Mid Floor
house,memnagar,6.8,2,3,3,Relatively New,5382.0,1,1,unfurnished,Medium,Mid Floor
flat,thaltej,1.8,3,3,1,Moderately Old,1945.0,0,0,furnished,Low,Low Floor
flat,gurukul,0.56,2,2,2,Old Property,1395.0,1,0,unfurnished,Low,Low Floor
flat,paldi,1.4,3,3,1,Relatively New,1568.0,0,0,unfurnished,Not available,Low Floor
flat,gota,0.82,3,3,1,Under Construction,1746.0,1,0,unfurnished,Medium,High Floor
flat,narol,0.28,2,2,1,Moderately Old,648.0,0,0,unfurnished,Low,Mid Floor
house,shela,2.5,4,3,1,Old Property,2340.0,0,1,semifurnished,Medium,Low Floor
flat,sola,1.4,3,3,1,Relatively New,1386.0,1,0,furnished,Medium,Low Floor
flat,sola,1.3,3,3,1,Relatively New,2160.0,1,1,unfurnished,High,Mid Floor
flat,bapunagar,0.28,2,1,3,Old Property,1176.0,0,0,unfurnished,Not available,Mid Floor
flat,satellite,8.13,6,6,1,Under Construction,6255.0,1,0,unfurnished,Medium,Mid Floor
house,gota,0.9,2,2,0,Relatively New,2610.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.95,3,3,1,Relatively New,1106.0,1,0,unfurnished,Medium,Mid Floor
flat,chandkheda,0.63,3,3,1,Relatively New,1575.0,1,1,unfurnished,Medium,Mid Floor
flat,jagatpur,0.56,3,3,2,Relatively New,1300.0,1,0,unfurnished,High,Mid Floor
flat,sg highway,0.75,2,2,0,Moderately Old,1262.0,0,0,unfurnished,Not available,High Floor
house,prahlad nagar,1.4,2,2,0,Relatively New,1260.0,0,0,unfurnished,Low,Low Floor
flat,south bopal,0.61,3,3,1,Under Construction,1750.0,0,1,unfurnished,Medium,Mid Floor
flat,gurukul,0.45,2,2,1,Old Property,720.0,0,0,furnished,Low,Mid Floor
flat,sola,0.86,2,2,1,Old Property,1305.0,1,1,semifurnished,Medium,Low Floor
flat,gota,1.06,3,3,1,Relatively New,1590.0,1,1,unfurnished,High,Mid Floor
flat,paldi,1.35,3,3,2,Moderately Old,2070.0,1,0,unfurnished,Medium,Mid Floor
flat,jagatpur,1.05,3,3,1,Under Construction,1100.0,1,1,unfurnished,Medium,Mid Floor
flat,ghuma,0.6,3,3,1,Under Construction,1610.0,0,1,unfurnished,Medium,Mid Floor
flat,motera,0.7,3,3,1,Under Construction,1800.0,0,0,unfurnished,Not available,Mid Floor
flat,gota,0.83,3,3,1,Relatively New,1800.0,1,1,unfurnished,High,Low Floor
house,odhav,0.28,2,1,1,Moderately Old,1765.0,0,0,unfurnished,Not available,Low Floor
flat,new ranip,0.55,2,2,2,Old Property,1215.0,0,0,semifurnished,Medium,Low Floor
flat,gota,0.68,3,3,1,Moderately Old,1755.0,0,0,unfurnished,Medium,Mid Floor
flat,shahibaug,1.25,3,3,2,Under Construction,996.0,0,0,unfurnished,Not available,Mid Floor
flat,paldi,2.43,4,4,2,Under Construction,3654.0,1,0,unfurnished,Medium,Mid Floor
flat,satellite,1.4,3,3,2,Old Property,2529.0,0,0,furnished,Low,Low Floor
flat,gota,0.68,3,3,0,Relatively New,1039.0,0,1,unfurnished,Medium,Mid Floor
flat,south bopal,0.73,3,3,1,Relatively New,1092.0,1,0,unfurnished,Medium,Mid Floor
flat,khokhara,0.55,3,3,2,Under Construction,1941.0,1,0,unfurnished,Medium,Mid Floor
